id,industry,code,name
ciiu_6630,66,6630,"Actividades de administración de fondos"
ciiu_6810,68,6810,"Actividades inmobiliarias realizadas con bienes propios o arrendados"
ciiu_6820,68,6820,"Actividades inmobiliarias realizadas a cambio de una retribución o por contrata "
ciiu_6910,69,6910,"Actividades jurídicas"
ciiu_6920,69,6920,"Actividades de contabilidad  teneduría de libros  auditoría financiera y asesoría tributaria"
ciiu_7010,70,7010,"Actividades de administración empresarial"
ciiu_7020,70,7020,"Actividades de consultaría de gestión"
ciiu_7110,71,7110,"Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica"
ciiu_7111,71,7111,"Actividades de arquitectura"
ciiu_7112,71,7112,"Actividades de ingeniería y otras actividades conexas de consultoría técnica"
ciiu_7120,71,7120,"Ensayos y análisis técnicos"
ciiu_7210,72,7210,"Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería "
ciiu_7220,72,7220,"Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades"
ciiu_7310,73,7310,"Publicidad"
ciiu_7320,73,7320,"Estudios de mercado y realización de encuestas de opinión pública"
ciiu_7410,74,7410,"Actividades especializadas de diseño "
ciiu_7420,74,7420,"Actividades de fotografía"
ciiu_7490,74,7490,"Otras actividades profesionales  científicas y técnicas n.c.p."
ciiu_7500,75,7500,"Actividades veterinarias"
ciiu_7710,77,7710,"Alquiler y arrendamiento de vehículos automotores"
ciiu_7721,77,7721,"Alquiler y arrendamiento de equipo recreativo y deportivo"
ciiu_7722,77,7722,"Alquiler de videos y discos "
ciiu_7729,77,7729,"Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p."
ciiu_7730,77,7730,"Alquiler y arrendamiento de otros tipos de maquinaria  equipo y bienes tangibles n.c.p."
ciiu_7740,77,7740,"Arrendamiento de propiedad intelectual y productos similares  excepto obras protegidas por derechos de autor"
ciiu_7810,78,7810,"Actividades de agencias de empleo"
ciiu_7820,78,7820,"Actividades de agencias de empleo temporal"
ciiu_7830,78,7830,"Otras actividades de suministro de recurso humano"
ciiu_7911,79,7911,"Actividades de las agencias de viaje"
ciiu_7912,79,7912,"Actividades de operadores turísticos"
ciiu_7990,79,7990,"Otros servicios de reserva y actividades relacionadas"
ciiu_8010,80,8010,"Actividades de seguridad privada"
ciiu_8020,80,8020,"Actividades de servicios de sistemas de seguridad"
ciiu_8030,80,8030,"Actividades de detectives e investigadores privados"
ciiu_8110,81,8110,"Actividades combinadas de apoyo a instalaciones"
ciiu_8121,81,8121,"Limpieza general interior de edificios"
ciiu_8129,81,8129,"Otras actividades de limpieza de edificios e instalaciones industriales"
ciiu_8130,81,8130,"Actividades de paisajismo y servicios de mantenimiento conexos"
ciiu_8211,82,8211,"Actividades combinadas de servicios administrativos de oficina"
ciiu_8219,82,8219,"Fotocopiado  preparación de documentos y otras actividades especializadas de apoyo a oficina"
ciiu_8220,82,8220,"Actividades de centros de llamadas (Call center)"
ciiu_8230,82,8230,"Organización de convenciones y eventos comerciales"
ciiu_8291,82,8291,"Actividades de agencias de cobranza y oficinas de calificación crediticia"
ciiu_8292,82,8292,"Actividades de envase y empaque"
ciiu_8299,82,8299,"Otras actividades de servicio de apoyo a las empresas n.c.p."
ciiu_8411,84,8411,"Actividades legislativas de la administración pública"
ciiu_8412,84,8412,"Actividades ejecutivas de la administración pública"
ciiu_8413,84,8413,"Regulación de las actividades de organismos que prestan servicios de salud  educativos  culturales y otros servicios sociales  excepto servicios de seguridad social "
ciiu_8414,84,8414,"Actividades reguladoras y facilitadoras de la actividad económica"
ciiu_8415,84,8415,"Actividades de los otros órganos de control"
ciiu_8421,84,8421,"Relaciones exteriores "
ciiu_8422,84,8422,"Actividades de defensa"
ciiu_8423,84,8423,"Orden público y actividades de seguridad"
ciiu_8424,84,8424,"Administración de justicia"
ciiu_8430,84,8430,"Actividades de planes de seguridad social de afiliación obligatoria"
ciiu_8511,85,8511,"Educación de la primera infancia"
ciiu_8512,85,8512,"Educación preescolar"
ciiu_8513,85,8513,"Educación básica primaria"
ciiu_8521,85,8521,"Educación básica secundaria "
ciiu_8522,85,8522,"Educación media académica"
ciiu_8523,85,8523,"Educación media técnica y de formación laboral"
ciiu_8530,85,8530,"Establecimientos que combinan diferentes niveles de educación "
ciiu_8541,85,8541,"Educación técnica profesional"
ciiu_8542,85,8542,"Educación tecnológica"
ciiu_8543,85,8543,"Educación de instituciones universitarias o de escuelas tecnológicas"
ciiu_8544,85,8544,"Educación de universidades"
ciiu_8551,85,8551,"Formación académica no formal "
ciiu_8552,85,8552,"Enseñanza deportiva y recreativa"
ciiu_8553,85,8553,"Enseñanza cultural"
ciiu_8559,85,8559,"Otros tipos de educación n.c.p."
ciiu_8560,85,8560,"Actividades de apoyo a la educación"
ciiu_8610,86,8610,"Actividades de hospitales y clínicas  con internación"
ciiu_8621,86,8621,"Actividades de la práctica médica  sin internación"
ciiu_8622,86,8622,"Actividades de la práctica odontológica"
ciiu_8691,86,8691,"Actividades de apoyo diagnóstico"
ciiu_8692,86,8692,"Actividades de apoyo terapéutico"
ciiu_8699,86,8699,"Otras actividades de atención de la salud humana"
ciiu_8710,87,8710,"Actividades de atención residencial medicalizada de tipo general"
ciiu_8720,87,8720,"Actividades de atención residencial  para el cuidado de pacientes con retardo mental  enfermedad mental y consumo de sustancias psicoactivas"
ciiu_8730,87,8730,"Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas"
ciiu_8790,87,8790,"Otras actividades de atención en instituciones con alojamiento"
ciiu_8810,88,8810,"Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas"
ciiu_8890,88,8890,"Otras actividades de asistencia social sin alojamiento"
ciiu_9001,90,9001,"Creación literaria"
ciiu_9002,90,9002,"Creación musical"
ciiu_9003,90,9003,"Creación teatral"
ciiu_9004,90,9004,"Creación audiovisual"
ciiu_9005,90,9005,"Artes plásticas y visuales"
ciiu_9006,90,9006,"Actividades teatrales"
ciiu_9007,90,9007,"Actividades de espectáculos musicales en vivo"
ciiu_9008,90,9008,"Otras actividades de espectáculos en vivo"
ciiu_9101,91,9101,"Actividades de bibliotecas y archivos"
ciiu_9102,91,9102,"Actividades y funcionamiento de museos  conservación de edificios y sitios históricos"
ciiu_9103,91,9103,"Actividades de jardines botánicos  zoológicos y reservas naturales"
ciiu_9200,92,9200,"Actividades de juegos de azar y apuestas"
ciiu_9311,93,9311,"Gestión de instalaciones deportivas"
ciiu_9312,93,9312,"Actividades de clubes deportivos"
ciiu_9319,93,9319,"Otras actividades deportivas"
ciiu_9321,93,9321,"Actividades de parques de atracciones y parques temáticos"
ciiu_9329,93,9329,"Otras actividades recreativas y de esparcimiento n.c.p."
ciiu_9411,94,9411,"Actividades de asociaciones empresariales y de empleadores"
ciiu_9412,94,9412,"Actividades de asociaciones profesionales"
ciiu_9420,94,9420,"Actividades de sindicatos de empleados"
ciiu_9491,94,9491,"Actividades de asociaciones religiosas"
ciiu_9492,94,9492,"Actividades de asociaciones políticas"
ciiu_9499,94,9499,"Actividades de otras asociaciones n.c.p."
ciiu_9511,95,9511,"Mantenimiento y reparación de computadores y de equipo periférico"
ciiu_9512,95,9512,"Mantenimiento y reparación de equipos de comunicación"
ciiu_9521,95,9521,"Mantenimiento y reparación de aparatos electrónicos de consumo"
ciiu_9522,95,9522,"Mantenimiento y reparación de aparatos y equipos domésticos y de jardinería "
ciiu_9523,95,9523,"Reparación de calzado y artículos de cuero"
ciiu_9524,95,9524,"Reparación de muebles y accesorios para el hogar"
ciiu_9529,95,9529,"Mantenimiento y reparación de otros efectos personales y enseres domésticos"
ciiu_9601,96,9601,"Lavado y limpieza  incluso la limpieza en seco  de productos textiles y de piel"
ciiu_9602,96,9602,"Peluquería y otros tratamientos de belleza"
ciiu_9603,96,9603,"Pompas fúnebres y actividades relacionadas"
ciiu_9609,96,9609,"Otras actividades de servicios personales n.c.p."
ciiu_9700,97,9700,"Actividades de los hogares individuales como empleadores de personal doméstico"
ciiu_9810,98,9810,"Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio"
ciiu_9820,98,9820,"Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio"
